academy_name,address,phone,status,category,source_name,source_url,checked_date,memo
공감수학전문학원,"울산광역시 남구 문수로 320 , 3층 (옥동)",052-267-6709,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 초등 / 중등1 / 중등2 / 고등1 / 고등2 / 고등3
총정원: 60
학습일수: 1개월0일
학습시간: 1955 / 521
교습비: 320,000원 / 370,000원 / 350,000원 / 400,000원 / 380,000원 / 100,000원
차량비: 0원
기타경비: 0원
총교습비: 320,000원 / 370,000원 / 350,000원 / 400,000원 / 380,000원 / 100,000원
강사수: 3"
과반수반 수학과학 전문학원,"울산광역시 남구 대공원입구로 9 , 2층 (옥동)",052-256-1212,,보통교과 / 진학지도,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습 / 진학상담지도
과목: 초등수학 / 중등수학 / 고등수학1 / 고등수학2 / 초등과학1 / 초등과학2 / 초등과학3 / 초등과학4 / 초등과학5 / 중등과학1 / 중등과학2 / 중등과학3 / 중등과학4 / 중등과학5 / 고등과학1 / 고등과학2 / 고등과학3 / 고등과학4 / 고등과학5 / 고등과학6 / 고등과학7 / 수학과학입시1 / 수학과학입시2
총정원: 10
학습일수: 1개월0일
학습시간: 2372 / 2346 / 1303 / 260 / 521 / 782 / 1042 / 217 / 434 / 651 / 869 / 1086 / 1129 / 4692 / 3128
교습비: 390,000원 / 420,000원 / 470,000원 / 300,000원 / 40,000원 / 80,000원 / 120,000원 / 160,000원 / 200,000원 / 250,000원 / 50,000원 / 100,000원 / 150,000원 / 800,000원 / 600,000원
차량비: 0원
기타경비: 0원
총교습비: 390,000원 / 420,000원 / 470,000원 / 300,000원 / 40,000원 / 80,000원 / 120,000원 / 160,000원 / 200,000원 / 250,000원 / 50,000원 / 100,000원 / 150,000원 / 800,000원 / 600,000원
강사수: 7"
과반수반수학과학학원,울산광역시 남구 대공원입구로21번길 4 (옥동),052-269-8838,,보통교과 / 진학지도,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습 / 진학상담지도
과목: 과학1(중) / 과학2(중) / 과학3(중) / 과학4(중) / 과학1(고) / 과학2(고) / 과학3(고) / 과학4(고) / 과학5(고) / 과학6(고) / 과학7(고) / 수학과학입시1 / 수학과학입시2 / 고등과학1 / 고등과학2 / 고등과학3 / 고등과학4 / 진학상담지도
총정원: 37 / 10
학습일수: 1개월0일
학습시간: 434 / 651 / 869 / 1086 / 1129 / 217 / 4692 / 3128 / 260 / 521 / 782 / 1042 / 7821
교습비: 80,000원 / 120,000원 / 160,000원 / 200,000원 / 250,000원 / 50,000원 / 100,000원 / 150,000원 / 800,000원 / 600,000원 / 60,000원 / 180,000원 / 240,000원 / 500,000원
차량비: 0원
기타경비: 0원
총교습비: 80,000원 / 120,000원 / 160,000원 / 200,000원 / 250,000원 / 50,000원 / 100,000원 / 150,000원 / 800,000원 / 600,000원 / 60,000원 / 180,000원 / 240,000원 / 500,000원
강사수: 9"
교당과학수학전문학원,"울산광역시 남구 법대로95번길 10 , 2층 (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 초등 / 중등 / 고등 / 고등2,3과학 / 고등2,3수학
총정원: 79
학습일수: 1개월0일
학습시간: 1042 / 1173 / 1564
교습비: 160,000원 / 200,000원 / 250,000원 / 350,000원
차량비: 0원
기타경비: 0원
총교습비: 160,000원 / 200,000원 / 250,000원 / 350,000원
강사수: 4"
교당학원,"울산광역시 남구 문수로369번길 68 , 3층 (옥동, 도성아파트)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 초등 / 중등 / 고등 / 고등2,3수학 / 고등2,3과학
총정원: 54
학습일수: 1개월0일
학습시간: 1020 / 1147 / 1615 / 1616
교습비: 160,000원 / 200,000원 / 250,000원 / 350,000원
차량비: 0원
기타경비: 0원
총교습비: 160,000원 / 200,000원 / 250,000원 / 350,000원
강사수: 6"
국어상자윤석민국어교습소,"울산광역시 남구 법대로95번길 22 , 4층일부(404호) (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 교습소
교육과정: 보습
과목: 중등 / 고등
총정원: 27
학습일수: 1
학습시간: 1042 / 1189
교습비: 200,000원 / 250,000원
차량비: 0원
기타경비: 0원
총교습비: 200,000원 / 250,000원"
국자감국어전문학원,"울산광역시 남구 법대로95번길 9 , 3층 일부 (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 국어(고등) / 모의고사(고등)
총정원: 31
학습일수: 1개월0일
학습시간: 765 / 510
교습비: 170,000원 / 100,000원
차량비: 0원
기타경비: 0원
총교습비: 170,000원 / 100,000원
강사수: 1"
권재길수학전문학원,"울산광역시 남구 법대로95번길 16 , 2층 (옥동)",052-276-4994,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 입시
과목: 초등A-1수학 / 초등A-2수학 / 중등A-1수학 / 중등A-2수학 / 중등B-1수학 / 중등B-2수학 / 고등A-1수학 / 고등A-2수학 / 고등B-1 수학 / 고등B-2수학
총정원: 13 / 14
학습일수: 1개월0일
학습시간: 1503 / 2098 / 1485 / 1981 / 1233 / 1733 / 2150 / 1286 / 1929
교습비: 250,000원 / 350,000원 / 300,000원 / 400,000원 / 500,000원 / 450,000원
차량비: 0원
기타경비: 0원
총교습비: 250,000원 / 350,000원 / 300,000원 / 400,000원 / 500,000원 / 450,000원
강사수: 1"
그루터기학원,"울산광역시 남구 대공원입구로9번길 24-18 , 1.2층 (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 초등영어A / 초등수학B / 초등영어C / 초등영어수학D / 중등영어A / 중등수학B / 중등영어수학C / 고등영어A / 고등수학B / 고등영어수학C
총정원: 33 / 34 / 10
학습일수: 1개월0일
학습시간: 1564 / 3128 / 1303 / 2607
교습비: 240,000원 / 340,000원 / 480,000원 / 250,000원 / 270,000원 / 520,000원
차량비: 0원
기타경비: 0원
총교습비: 220,000원 / 280,000원 / 460,000원 / 340,000원 / 230,000원 / 380,000원 / 480,000원 / 520,000원
강사수: 2"
글탐국어정독전문학원,"울산광역시 남구 문수로 321 , 5층 (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 초등특강1 / 초등국어1 / 중등특강2 / 중등특강1 / 중등국어2 / 중등국어1 / 고등특강2 / 고등독서 / 고등국어1 / 고등특강1
총정원: 27 / 32
학습일수: 1개월0일
학습시간: 641 / 932 / 1564 / 642 / 1082 / 982 / 434
교습비: 110,000원 / 160,000원 / 300,000원 / 130,000원 / 220,000원 / 200,000원 / 350,000원 / 100,000원 / 250,000원 / 150,000원
차량비: 0원
기타경비: 0원
총교습비: 110,000원 / 160,000원 / 300,000원 / 130,000원 / 220,000원 / 200,000원 / 350,000원 / 100,000원 / 250,000원 / 150,000원
강사수: 3"
기린아국어전문학원,"울산광역시 남구 문수로 325 , 3층 (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 중등국어 / 고등국어
총정원: 126
학습일수: 1개월0일
학습시간: 1062 / 1147
교습비: 200,000원 / 250,000원
차량비: 0원
기타경비: 0원
총교습비: 200,000원 / 250,000원
강사수: 2"
기파랑문해원옥동학원,"울산광역시 남구 문수로 329 , 2층 일부 (옥동)",052-258-6800,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 원화 / 화랑 / 선랑 / 국선 / 기파랑 / 풍월주 / 향도 / 입문특강(초등)
총정원: 28
학습일수: 1개월0일
학습시간: 1477 / 1346 / 1564 / 70
교습비: 240,000원 / 220,000원 / 260,000원 / 10,000원
차량비: 0원
기타경비: 0원
총교습비: 240,000원 / 220,000원 / 260,000원 / 10,000원
강사수: 8"
기파랑문해원울산옥동학원,울산광역시 남구 문수로 335 (옥동)3층,,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 중1국어 / 중2국어 / 중3국어 / 입문특강(중등)
총정원: 75
학습일수: 1개월0일
학습시간: 1390 / 1519 / 1607 / 60
교습비: 280,000원 / 300,000원 / 320,000원 / 10,000원
차량비: 0원
기타경비: 0원
총교습비: 280,000원 / 300,000원 / 320,000원 / 10,000원
강사수: 2"
길버트어학원,"울산광역시 남구 문수로 296 , 2층 (옥동, 남강빌딩)",052-247-5074,,외국어,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 실용외국어(유아/초·중·고)
과목: E1~3(중급) / E4(중급) / E5(중급) / M/T B(1)(중급) / M/T 1(1)(고급 / M/T A(고급) / 고수1~2(고급) / M/T중고급(고급) / 문법특강A(중급) / 문법특강B(중급)
총정원: 42
학습일수: 1개월0일
학습시간: 2085 / 1824 / 1433 / 1738 / 1955
교습비: 390,000원 / 400,000원 / 410,000원 / 300,000원 / 380,000원 / 430,000원
차량비: 0원
기타경비: 0원
총교습비: 390,000원 / 400,000원 / 410,000원 / 300,000원 / 380,000원 / 430,000원
강사수: 7"
길수학학원,"울산광역시 남구 문수로 348 , 4층 (옥동)",052-273-7056,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 중등수학 / 고등수학1 / 고등수학2
총정원: 92
학습일수: 1개월0일
학습시간: 1564 / 2085
교습비: 280,000원 / 320,000원 / 480,000원
차량비: 0원
기타경비: 0원
총교습비: 280,000원 / 320,000원 / 480,000원
강사수: 2"
김서진수학전문학원,"울산광역시 남구 문수로392번길 37 , (4층) (옥동,현대약국)",052-273-8777,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 초등 / 중등 / 고등
총정원: 14
학습일수: 1개월0일
학습시간: 1564 / 1086 / 1738 / 1955 / 2085 / 2607 / 2346 / 3128 / 3910
교습비: 250,000원 / 180,000원 / 280,000원 / 320,000원 / 310,000원 / 420,000원 / 500,000원 / 450,000원 / 480,000원 / 600,000원 / 700,000원 / 350,000원
차량비: 0원
기타경비: 0원
총교습비: 250,000원 / 180,000원 / 280,000원 / 320,000원 / 310,000원 / 420,000원 / 500,000원 / 450,000원 / 480,000원 / 600,000원 / 700,000원 / 350,000원
강사수: 1"
김시민논술교습소,"울산광역시 남구 대공원로99번길 20-1 , 301호 일부 (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 교습소
교육과정: 보습
과목: 논술
총정원: 20
학습일수: 1
학습시간: 608
교습비: 90,000원
차량비: 0원
기타경비: 0원
총교습비: 90,000원"
김시안수학교습소,"울산광역시 남구 대공원입구로9번길 24-3 , 3층 일부 (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 교습소
교육과정: 보습
과목: 고등 / 중등1 / 초등
총정원: 10 / 5
학습일수: 1
학습시간: 1700 / 1530
교습비: 300,000원 / 240,000원
차량비: 0원
기타경비: 0원
총교습비: 300,000원 / 240,000원"
김원장국어논술전문학원,"울산광역시 남구 문수로 363-1 , (2층) (옥동,전국부동산중개협회울산지부)",052-258-5231,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 입시
과목: 고등입시국어 / 중등1 입시국어 / 중등2입시국어 / 고등입시논술
총정원: 26 / 23
학습일수: 1개월0일
학습시간: 1173 / 1042
교습비: 270,000원 / 200,000원 / 230,000원
차량비: 0원
기타경비: 0원
총교습비: 270,000원 / 200,000원 / 230,000원
강사수: 1"
김헌수학교습소,울산광역시 남구 법대로95번길 10 (옥동),,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 교습소
교육과정: 보습
과목: 중등A / 중등B / 고등A / 고등B
총정원: 14
학습일수: 1
학습시간: 1303 / 1955
교습비: 250,000원 / 350,000원 / 300,000원 / 420,000원
차량비: 0원
기타경비: 0원
총교습비: 250,000원 / 350,000원 / 300,000원 / 420,000원"
김홍보국어학원,"울산광역시 남구 문수로335번길 6 , 204호 (옥동)",052-274-0567,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 고등 국어 1 / 고등 국어 2
총정원: 72
학습일수: 1개월0일
학습시간: 1303
교습비: 300,000원
차량비: 0원
기타경비: 0원
총교습비: 300,000원
강사수: 2"
나라수학전문학원,"울산광역시 남구 문수로 332 , (3층) (옥동)",052-273-0027,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 고등C / 초등A / 초등B / 초등C / 중등A / 중등B / 중등C / 고등A / 고등B
총정원: 10 / 17 / 9
학습일수: 1개월0일
학습시간: 2085 / 1564
교습비: 380,000원 / 300,000원 / 320,000원 / 340,000원 / 360,000원 / 400,000원
차량비: 0원
기타경비: 0원
총교습비: 380,000원 / 300,000원 / 320,000원 / 340,000원 / 360,000원 / 400,000원
강사수: 1"
남수진바이올린교습소,"울산광역시 남구 문수로344번길 7 , 1층일부 (옥동)",,,예능(중),공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 교습소
교육과정: 음악
과목: 음악초급취미 / 음악중급취미 / 음악고급취미 / 초등입시 / 중등입시 / 고등입시
총정원: 7 / 8
학습일수: 1
학습시간: 1147 / 1303 / 1530 / 1738 / 3081 / 3825
교습비: 120,000원 / 160,000원 / 200,000원 / 240,000원 / 500,000원 / 600,000원
차량비: 0원
기타경비: 0원
총교습비: 120,000원 / 160,000원 / 200,000원 / 240,000원 / 500,000원 / 600,000원"
눈높이러닝센터대공원학원,"울산광역시 남구 대공원로99번길 22 , 2층 (옥동)",052-266-9090,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 눈높이수학(초,중,고) / 눈높이수학V(초,중,고) / 스쿨수학(초등) / 스쿨수학Ⅱ(초등) / 눈높이국어(초,중) / 눈높이영역국어(초,중) / 스쿨국어(초등) / 스쿨국어Ⅱ(초등) / 눈높이창의독서프리미엄(초,중,고) / 눈높이한자(초,중,고) / 눈높이영어(초,중,고) / 아이그래머(영어)(초,중,고) / 아이리스닝(영어)(초,중,고) / 눈높이사회플러스온(초,중) / 눈높이과학플러스온(초,중) / 중등사회역사(초,중) / 눈높이한국사(초,중,고) / 내신완공수학(중등단과) / 내신완공국어(중등단과) / 내신완공영어(중등단과) / 내신완공사회(중등단과) / 내신완공과학(중등단과) / 내신완공수학(중등결합) / 내신완공국어(중등결합) / 내신완공영어(중등결합) / 내신완공사회(중등결합) / 내신완공과학(중등결합) / 써밋스코어수학(중등) / 써밋스피드수학(중등) / 써밋스코어수학(초등) / 써밋스피드수학(초등) / 써밋스코어국어Ⅰ(초등) / 써밋스코어국어Ⅱ(초등) / SUMMIT 고등수학 / 써밋어휘력(초등국어) / 써밋스텝국어(초등) / 써밋스텝영어(초등) / 써밋스텝영어(중등) / 눈높이코어수학(초,중,고) / 사고력코딩(초등중등결합) / 사고력코딩(초등중등단과) / 사고력수학플러스Ⅱ(초등) / 프리스쿨국어(초등) / 프리스쿨수학(초등) / 사고력수학플러스(초등) / 독해트레이닝Ⅱ(초등중등단과) / 써밋영어트레이닝(초,중,고) / 써밋수학트레이닝(초,중,고) / 써밋중등필수국어(중등) / 리틀원(기초초등결합)
총정원: 6 / 7 / 1 / 10
학습일수: 1개월0일
학습시간: 260 / 282 / 347 / 304 / 238 / 847 / 564 / 738 / 869 / 912
교습비: 43,000원 / 45,000원 / 54,000원 / 40,000원 / 50,000원 / 37,000원 / 39,000원 / 55,000원 / 165,000원 / 88,000원 / 44,000원 / 195,000원 / 110,000원 / 120,000원 / 140,000원 / 48,000원 / 90,000원 / 150,000원 / 60,000원
차량비: 0원
기타경비: 0원
총교습비: 43,000원 / 45,000원 / 54,000원 / 40,000원 / 50,000원 / 37,000원 / 39,000원 / 55,000원 / 165,000원 / 88,000원 / 44,000원 / 195,000원 / 110,000원 / 120,000원 / 140,000원 / 48,000원 / 90,000원 / 150,000원 / 60,000원
강사수: 6"
뉴디에이치에이(NEW D.H.A)수학학원,"울산광역시 남구 문수로321번길 9 , 2층 (옥동)",,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 초등 / 중등 / 고등
총정원: 32
학습일수: 1개월0일
학습시간: 1564 / 1694 / 1759
교습비: 250,000원 / 330,000원 / 400,000원
차량비: 0원
기타경비: 0원
총교습비: 250,000원 / 300,000원 / 400,000원
강사수: 1"
뉴베리영어교습소,"울산광역시 남구 대공원입구로10번길 4 , 2층 일부 (옥동)",,,외국어,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 교습소
교육과정: 실용외국어(유아/초·중·고)
과목: Class1(고급) / Class2(고급) / Class3(고급) / Class4(고급) / Class5(고급) / Class6(고급) / EnrichmentA(고급) / EnrichmentB(고급) / EnrichmentC(고급) / EnrichmentD(고급)
총정원: 8
학습일수: 1
학습시간: 2346 / 2259 / 2086 / 680 / 1020 / 1360 / 1870
교습비: 497,000원 / 414,000원 / 330,000원 / 385,000원 / 440,000원
차량비: 0원
기타경비: 0원
총교습비: 497,000원 / 414,000원 / 330,000원 / 385,000원 / 440,000원"
뉴위즈콘서바토리학원,"울산광역시 남구 문수로314번길 11 , 서광아파트 상가 201호 (2층) (옥동,옥동서광아파트)",,,예능(중),공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 음악
과목: 초급 / 중급 / 고급 / 입시
총정원: 10
학습일수: 1개월0일
학습시간: 1275 / 5100
교습비: 150,000원 / 170,000원 / 640,000원
차량비: 0원
기타경비: 0원
총교습비: 150,000원 / 170,000원 / 640,000원
강사수: 1"
뉴토모수학전문학원,"울산광역시 남구 대공원입구로21번길 42 , (3층) (옥동)",052-258-0715,,보통교과,공공데이터포털: 울산광역시교육청_학원 및 교습소 종합정보,https://www.data.go.kr/,2026-06-28,"기관구분: 학원
교육과정: 보습
과목: 특강A / 특강C / 중등D / 특강B / 고등D / 논술 / 고등E / 초등 / 중등A / 중등B / 중등C / 고등A / 고등B / 고등C
총정원: 13 / 20
학습일수: 1개월0일
학습시간: 1564 / 1955 / 2346 / 1275 / 1785 / 1658 / 1530 / 1849 / 1593 / 1403
교습비: 340,000원 / 400,000원 / 450,000원 / 480,000원 / 500,000원 / 520,000원 / 200,000원 / 310,000원 / 290,000원 / 350,000원 / 300,000원
차량비: 0원
기타경비: 0원
총교습비: 340,000원 / 400,000원 / 450,000원 / 480,000원 / 500,000원 / 520,000원 / 200,000원 / 310,000원 / 290,000원 / 350,000원 / 300,000원
강사수: 2"
